-0.771,-0.77002,-0.77197,-0.75586,-0.73633,-0.81104,-1.0444,-0.99609,-1.0708,-0.99902,-1.0278,-1.043,-1.0347,-0.99854,-1.0313,-1.0161,-1.0078,-1.0234,-0.99121,-0.99707,-1.001,-1.0151,-1.0078,-1.0005,-1.0117,-0.9751,-1.0161,-1.0005,-1.0127,-0.98926,-1.0151,-1.0073,-0.99023,-0.98779,-1.0112
-0.51611,-0.53467,-0.52246,-0.41211,-0.3374,-0.36865,-0.20313,-0.1665,-0.22998,-0.23828,-0.25195,-0.2002,-0.22217,-0.16162,-0.19043,-0.18848,-0.17383,-0.15625,-0.14551,-0.14941,-0.15967,-0.17529,-0.16113,-0.16357,-0.16357,-0.17578,-0.18213,-0.1665,-0.16797,-0.17578,-0.1626,-0.19189,-0.18701,-0.19873,-0.19629
0.4751,0.47266,0.45459,0.41553,0.26416,0.38379,0.48975,0.58008,0.43896,0.21045,0.090332,-0.060547,0.032715,0.0078125,0.020508,-0.020996,-0.05127,-0.061523,-0.039551,-0.04834,-0.018066,-0.069824,-0.030273,-0.037109,-0.030762,-0.064453,-0.022461,-0.037109,-0.040527,-0.044434,-0.0097656,-0.030762,-0.042969,-0.039551,-0.036133
5,5,-5,-5,3,-12,2,-12,5,4,1,10,10,-5,-1,5,0,-23,5,2,17,-9,38,0,11,-3,-3,-13,-9,2,-12,24,9,0,-24
5,-4,0,-1,1,-18,-7,-10,6,8,-5,-15,14,-4,0,9,3,-9,1,-1,11,-4,10,-1,3,-6,-4,-6,-3,1,-7,12,1,4,-10
-31,-17,1,5,1,-16,-3,-9,5,13,-1,-13,3,-5,1,5,4,-7,-1,-1,2,-1,1,-3,0,-3,-1,-3,-3,0,-6,4,1,1,-3
-44,-17,-5,3,1,-5,24,-24,2,11,18,-6,-2,-4,-3,5,1,-3,1,1,0,-1,-4,0,4,3,-2,-3,-5,-2,-3,1,-3,-4,-1
-14,2,-10,5,-1,-16,-1,-23,5,10,0,-4,-2,-1,-4,1,3,-4,-2,2,-1,-1,-1,-2,1,1,0,-5,-5,1,-3,0,0,-1,-3
-4,-3,-7,0,3,-10,-3,-10,5,2,4,0,-5,2,-5,6,6,-7,-3,6,1,-4,-5,-2,-3,0,4,-6,-2,-3,-3,4,1,0,-1
6,-3,-38,22,-16,-7,-6,11,-1,-28,46,44,14,11,-22,39,36,3,-17,9,-1,-5,-55,0,-6,-4,11,-27,11,-16,-7,15,6,11,3
4,4,-17,-14,15,-3,-2,-7,1,2,5,3,8,-8,6,-14,-15,-30,0,0,19,-18,44,-1,18,-1,0,-14,-7,11,-14,12,11,-3,-25
-8.5625,0.9375,14.375,52.938,120,138.75,138.44,63.25,66.875,29.75,1.8125,-7.0625,-2.5,68.188,-10.125,4,-12.625,-8,0,-2.0625,-3.1875,-1.125,-0.0625,-1.875,1,-2.125,-6.125,4.0625,-1.1875,1.25,-1.0625,-5.8125,-7.625,5.375,-0.9375
-8.5625,0.9375,14.375,52.938,120,138.75,138.44,63.25,66.875,29.75,1.8125,-7.0625,-2.5,68.188,-10.125,4,-12.625,-8,0,-2.0625,-3.1875,-1.125,-0.0625,-1.875,1,-2.125,-6.125,4.0625,-1.1875,1.25,-1.0625,-5.8125,-7.625,5.375,-0.9375
-8.5625,0.9375,14.375,52.938,120,138.75,138.44,63.25,66.875,29.75,1.8125,-7.0625,-2.5,68.188,-10.125,4,-12.625,-8,0,-2.0625,-3.1875,-1.125,-0.0625,-1.875,1,-2.125,-6.125,4.0625,-1.1875,1.25,-1.0625,-5.8125,-7.625,5.375,-0.9375
3.5634,3.5787,3.6084,3.708,3.8688,3.9965,4.0425,3.871,3.5335,3.3763,3.1533,2.9332,2.7344,2.494,2.3605,2.3432,2.3668,2.3825,2.3998,2.4005,2.4219,2.4268,2.4116,2.4232,2.4245,2.4167,2.3893,2.3949,2.3799,2.3681,2.3562,2.3496,2.352,2.3643,2.3882
6.2247,6.2427,6.2441,6.2317,6.2636,6.3826,6.6561,6.8399,7.0056,7.0834,7.1049,7.1482,7.2087,7.245,7.2714,7.2749,7.2743,7.2613,7.2588,7.2597,7.2632,7.2607,7.2562,7.2546,7.2511,7.2452,7.2345,7.228,7.2245,7.2236,7.2263,7.2288,7.232,7.2284,7.2229
0.91563,0.93244,0.952,0.98294,0.9772,0.85208,0.47544,0.10038,9.5804,9.3373,9.0954,8.8855,8.6991,8.3329,8.1694,8.156,8.1943,8.2372,8.2573,8.2592,8.2904,8.2935,8.2798,8.2947,8.2965,8.2902,8.2724,8.2776,8.2624,8.2525,8.2382,8.2388,8.2549,8.2672,8.2845
-1.0068,-1.0039,-1.0049,-1.0034,-0.99316,-1.0161,-1.0068,-0.99365,-0.99561,-1.0088,-1.0181,-0.98926,-1.0225,-1.002,-0.99854,-1.0024,-0.99805,-0.98242,-0.9707,-1.0293,-1.0576,-1.0405,-1.0205,-1.0342,-1.0371,-1.061,-1.0405,-1.0132,-0.94238,-0.89746,-0.84277,-0.79541,-0.74854,-0.72314,-0.7373
-0.17432,-0.16943,-0.17334,-0.17871,-0.16699,-0.18994,-0.19287,-0.17041,-0.18408,-0.18994,-0.1748,-0.18506,-0.18604,-0.17676,-0.19482,-0.16992,-0.20801,-0.22705,-0.30664,-0.2583,-0.19141,-0.18262,-0.24561,-0.26953,-0.28467,-0.39404,-0.31592,-0.2334,-0.24951,-0.27051,-0.3418,-0.36768,-0.42773,-0.48389,-0.55469
-0.030273,-0.027832,-0.030762,-0.039551,-0.030762,-0.027832,-0.020996,-0.0063477,-0.016602,-0.021973,-0.00048828,-0.018555,-0.019531,-0.050293,-0.025391,-0.02002,-0.041016,-0.11816,-0.16992,-0.075684,0.04248,0.071777,0.16016,0.19189,0.25879,0.28906,0.35791,0.42822,0.42285,0.49414,0.44482,0.41943,0.33545,0.37256,0.38525
1,-5,-1,1,1,0,15,-12,-2,0,-2,-12,8,4,-1,-4,-3,6,10,13,-13,-9,7,-15,-60,32,-20,3,11,-6,9,11,4,-14,-4
0,-6,-5,2,-15,2,7,-1,-1,-4,-2,-11,7,5,-2,-2,0,3,17,7,-22,-12,10,-13,-9,-3,-13,-15,26,-13,16,11,0,-27,-9
-2,-4,-1,0,-9,1,1,-1,1,-6,-1,-3,2,3,1,1,3,4,18,7,-21,-12,7,-5,-5,0,-28,-40,40,-14,27,21,-9,-40,-15
-3,-1,-1,0,-7,2,-2,2,0,-6,-1,1,2,2,6,-3,0,8,15,13,-100,61,19,-15,6,9,-31,-55,53,-8,46,21,-19,-60,-19
-3,1,-2,0,-5,1,-2,0,1,-5,-1,1,1,0,2,2,3,16,22,27,-50,-6,11,-24,-5,12,-21,-16,48,-9,29,16,-22,-52,-11
-3,-1,-1,-1,0,1,-5,-1,2,-5,2,-3,6,1,-10,0,4,6,11,19,-29,-8,8,-19,-3,-1,-1,-4,19,-2,16,-1,-16,-24,-6
-5,-2,1,1,0,1,-2,-4,8,-8,3,-4,13,1,-29,-2,1,2,2,7,-13,-5,0,-12,6,-10,-3,-10,10,-6,10,-8,-7,-12,-4
4,-2,0,-4,4,0,12,-14,3,-13,6,-6,17,5,-11,-6,-5,6,9,5,-12,-10,4,-11,-11,-2,-4,-5,9,-6,6,4,-1,-13,-4
2.8125,1.375,-0.4375,3,3.125,3.875,8.75,4.875,3,3.25,2.875,2.125,-0.375,-5.8125,-1.1875,4.5,3.4375,5.125,-2.25,3.75,-5.4375,-13.75,-38,-45,-59.625,-56.813,-56.125,-88.75,-127.19,-134.56,-110.38,-102.19,-98.938,-64.813,-41.313
2.8125,1.375,-0.4375,3,3.125,3.875,8.75,4.875,3,3.25,2.875,2.125,-0.375,-5.8125,-1.1875,4.5,3.4375,5.125,-2.25,3.75,-5.4375,-13.75,-38,-45,-59.625,-56.813,-56.125,-88.75,-127.19,-134.56,-110.38,-102.19,-98.938,-64.813,-41.313
2.8125,1.375,-0.4375,3,3.125,3.875,8.75,4.875,3,3.25,2.875,2.125,-0.375,-5.8125,-1.1875,4.5,3.4375,5.125,-2.25,3.75,-5.4375,-13.75,-38,-45,-59.625,-56.813,-56.125,-88.75,-127.19,-134.56,-110.38,-102.19,-98.938,-64.813,-41.313
2.5182,2.5203,2.5173,2.5119,2.5041,2.4923,2.4876,2.4876,2.4899,2.4925,2.5083,2.5152,2.4879,2.4606,2.4444,2.4478,2.4518,2.4222,2.324,2.2977,2.3308,2.3805,2.663,2.9168,3.2784,3.4655,3.6172,3.7293,3.77,3.7731,3.7727,3.7649,3.6728,3.6181,3.576
7.2261,7.2256,7.226,7.224,7.225,7.2235,7.2222,7.2234,7.222,7.2217,7.2221,7.2231,7.2213,7.2224,7.2173,7.2163,7.212,7.1985,7.1785,7.1493,7.1299,7.1225,7.0925,7.0569,6.9641,6.8801,6.7746,6.6563,6.5267,6.4603,6.2681,6.207,6.0786,6.0895,6.1235
8.4488,8.4483,8.4478,8.439,8.429,8.4133,8.3993,8.3891,8.3882,8.389,8.4018,8.4066,8.3768,8.3565,8.3411,8.342,8.3427,8.3051,8.2113,8.1791,8.2167,8.2754,8.6208,8.9311,9.4039,9.6723,9.9045,0.13226,0.33332,0.42898,0.69367,0.76303,0.96621,1.0134,1.0322
-1.0405,-1.0117,-1.0811,-1.0254,-1.0254,-0.98145,-0.90137,-0.86572,-0.78613,-0.7373,-0.73438,-0.72412,-0.73682,-0.76611,-0.76172,-0.76318,-0.76025,-0.76025,-0.75928,-0.76514,-0.76953,-0.75049,-0.73877,-0.8042,-0.89844,-0.99902,-1.022,-0.96533,-0.93506,-1.0952,-1.0215,-1.0322,-1.0054,-0.98047,-1.0098
-0.28027,-0.28955,-0.26416,-0.26123,-0.26123,-0.21289,-0.26416,-0.28662,-0.37109,-0.42725,-0.50928,-0.50293,-0.59277,-0.58398,-0.54443,-0.54736,-0.53809,-0.53223,-0.51221,-0.521,-0.50488,-0.48096,-0.47217,-0.34619,-0.31055,-0.20361,-0.20801,-0.2085,-0.35938,-0.2417,-0.26416,-0.25977,-0.22119,-0.18799,-0.21143
0.24365,0.29004,0.35254,0.43262,0.43262,0.44775,0.39453,0.37842,0.25928,0.33301,0.26318,0.34033,0.39746,0.42188,0.53662,0.49756,0.48584,0.47217,0.46387,0.46582,0.47852,0.45508,0.44531,0.30127,0.33154,0.40039,0.40332,0.39941,0.27637,0.08252,-0.13818,-0.037598,0.035645,-0.012695,-0.050293
14,10,16,2,2,14,-4,5,-16,-2,-9,-2,-3,2,11,-13,2,5,-1,-4,3,3,2,-1,-2,3,-2,-8,-6,3,4,-1,13,9,-15
18,13,18,-6,-6,17,-1,16,-10,7,-12,0,-1,5,16,-29,5,2,-8,-3,-1,-1,4,0,-5,5,-4,-7,2,0,-6,4,-1,2,1
21,14,-1,-39,-39,17,-13,26,-13,24,-22,-13,12,13,31,-33,-9,11,-14,2,0,0,17,-2,-9,10,-5,-8,8,-2,-4,-1,-4,1,3
51,-9,-13,-64,-64,-22,-46,1,-18,37,-36,-63,22,-9,27,-8,-12,63,-21,-20,-19,-5,59,-18,-18,6,-5,-4,9,1,-1,-4,-5,-6,0
22,23,-5,-11,-11,21,0,19,-9,13,-33,-13,3,-3,25,-33,-5,18,-15,-16,-2,-2,18,-2,-11,5,-1,-2,-1,-4,6,-3,-2,0,-1
17,22,10,-13,-13,11,1,6,-3,8,-21,-11,-9,3,13,-16,-5,5,-5,-4,-3,3,7,-2,-6,3,0,0,-1,14,-2,-1,1,0,-6
3,16,15,-10,-10,8,-4,10,33,13,3,-5,-4,12,7,-14,6,2,1,-2,-6,6,-11,0,-2,1,1,46,-2,59,13,1,3,-3,-18
3,12,9,0,0,7,1,3,-14,7,-5,-4,2,5,6,-10,1,0,0,-5,2,7,3,1,-5,3,-2,-10,-7,9,6,-4,14,5,-12
-66.625,-93.188,-110.81,-131.88,-131.88,-125.75,-123.56,-113.44,-104.31,-111.44,-58.125,-34.313,10.875,19.438,10.188,5.125,3.3125,4.5625,5.5,7.375,15.25,37.688,82.188,125.5,120.31,125.81,110.06,78.563,61.688,46.938,16.5,2.875,14,6.3125,-8.75
-66.625,-93.188,-110.81,-131.88,-131.88,-125.75,-123.56,-113.44,-104.31,-111.44,-58.125,-34.313,10.875,19.438,10.188,5.125,3.3125,4.5625,5.5,7.375,15.25,37.688,82.188,125.5,120.31,125.81,110.06,78.563,61.688,46.938,16.5,2.875,14,6.3125,-8.75
-66.625,-93.188,-110.81,-131.88,-131.88,-125.75,-123.56,-113.44,-104.31,-111.44,-58.125,-34.313,10.875,19.438,10.188,5.125,3.3125,4.5625,5.5,7.375,15.25,37.688,82.188,125.5,120.31,125.81,110.06,78.563,61.688,46.938,16.5,2.875,14,6.3125,-8.75
2.6824,2.9846,3.2576,3.5351,3.5351,3.6328,3.6842,3.6873,3.6615,3.5974,3.5357,3.4922,3.485,3.4935,3.5193,3.5425,3.549,3.5651,3.576,3.584,3.6132,3.6708,3.782,3.9778,4.0058,3.9773,3.7772,3.5364,3.2558,3.0647,2.7713,2.4822,2.2315,2.1433,2.0579
7.0644,7.001,6.9043,6.7027,6.7027,6.5421,6.3791,6.2383,6.1294,6.0572,6.0572,6.0964,6.1668,6.184,6.2072,6.2213,6.2228,6.2286,6.2337,6.2362,6.2421,6.2452,6.2428,6.315,6.5121,6.6277,6.8424,6.9648,7.0542,7.0924,7.1301,7.1658,7.1815,7.2029,7.2207
8.8029,9.2162,9.6312,0.16913,0.16913,0.44645,0.6807,0.85816,0.99971,1.0985,1.1415,1.141,1.1502,1.1469,1.155,1.1664,1.1708,1.1797,1.1839,1.1877,1.1995,1.2089,1.2115,1.1312,0.84156,0.64263,0.13424,9.7139,9.2658,8.9621,8.6251,8.3183,8.0485,7.9363,7.8607
-0.76025,-0.77637,-0.74463,-0.74512,-0.76807,-0.77881,-0.76367,-0.73877,-0.73047,-0.72314,-0.75977,-0.8418,-0.92236,-0.98047,-0.98486,-0.95313,-1.0698,-0.99219,-1.0054,-0.97266,-1.0479,-1.0278,-1.0029,-0.98877,-1.0039,-0.99561,-1.0103,-1.0103,-0.99951,-1.0078,-0.9917,-0.99316,-0.99707,-0.99707,-1.0024
-0.56934,-0.57324,-0.54053,-0.53369,-0.53271,-0.52295,-0.50439,-0.49365,-0.4834,-0.46973,-0.33154,-0.35303,-0.35498,-0.29199,-0.26514,-0.29688,-0.27002,-0.2334,-0.18359,-0.30225,-0.2583,-0.30371,-0.37207,-0.29102,-0.2417,-0.24854,-0.22803,-0.22803,-0.23926,-0.17725,-0.22705,-0.24512,-0.23242,-0.23242,-0.18652
0.52832,0.4873,0.48242,0.4668,0.44873,0.46924,0.46484,0.48047,0.46191,0.38721,0.34277,0.27881,0.375,0.48145,0.48584,0.41406,0.37646,0.30469,0.31494,0.18701,0.2583,0.25439,0.04834,-0.03418,-0.077637,-0.031738,0.04834,0.04834,0.045898,0.014648,-0.0053711,-0.026367,-0.047852,-0.047852,-0.038574
8,4,13,-8,-2,6,1,-1,0,3,-3,-2,-8,10,1,8,-1,-3,4,-1,3,1,-6,10,4,-12,-11,3,18,8,-14,3,-11,-7,-8
22,-4,5,-14,-35,4,0,-5,-1,4,1,-7,-17,7,5,6,0,-2,5,3,-1,0,-5,8,-1,-35,-14,0,6,-7,-4,2,-11,-7,0
34,3,-7,-26,-56,6,11,-10,-1,4,6,-13,-16,13,5,6,0,-2,7,4,-2,-3,-5,4,-2,-20,-8,3,-2,-5,-3,2,-6,-5,2
39,35,-27,-50,-32,19,36,-33,-1,6,19,-19,0,29,-1,8,-6,-3,-2,10,1,6,-8,3,-2,-15,-5,2,-6,-2,0,-2,1,1,-2
28,22,0,-14,-29,14,6,-12,-4,7,4,-15,-12,12,-1,7,3,-4,5,3,-2,-1,-5,1,1,-10,-2,3,-6,2,0,1,0,-1,-2
11,10,4,-1,-17,6,-1,-4,-3,5,0,-10,-7,2,4,6,-1,-2,7,2,-2,-4,-5,5,1,-13,3,10,-5,7,-4,-2,2,-1,-6
8,21,4,-16,-9,2,-1,5,-1,7,9,-4,-3,1,1,-36,-2,8,4,0,-1,-6,-15,11,2,-54,24,51,-9,42,-11,-9,32,0,-7
8,5,5,-9,-6,0,-1,8,1,2,-5,-3,-7,4,2,15,-1,-7,7,-3,2,0,-15,8,0,18,-20,-8,20,0,-27,11,-25,-7,-12
3.9375,7.375,7.5625,2.5625,1.1875,10.688,20.813,50.813,63.125,128.5,134.56,117.38,114.06,111.81,99.438,105.19,105,78.188,58,29.625,24.875,32.5,54.063,55.313,-1,-16.438,-21.313,-21.313,5.1875,-0.4375,-13.438,-14.313,-6.875,-6.875,-6.1875
3.9375,7.375,7.5625,2.5625,1.1875,10.688,20.813,50.813,63.125,128.5,134.56,117.38,114.06,111.81,99.438,105.19,105,78.188,58,29.625,24.875,32.5,54.063,55.313,-1,-16.438,-21.313,-21.313,5.1875,-0.4375,-13.438,-14.313,-6.875,-6.875,-6.1875
3.9375,7.375,7.5625,2.5625,1.1875,10.688,20.813,50.813,63.125,128.5,134.56,117.38,114.06,111.81,99.438,105.19,105,78.188,58,29.625,24.875,32.5,54.063,55.313,-1,-16.438,-21.313,-21.313,5.1875,-0.4375,-13.438,-14.313,-6.875,-6.875,-6.1875
3.4903,3.4949,3.5106,3.5219,3.5249,3.5511,3.5846,3.6744,3.715,3.883,3.9825,4.0036,3.9989,3.9759,3.8767,3.8246,3.6412,3.5053,3.4377,3.2218,3.1179,3.09,3.0165,2.981,2.8087,2.7323,2.5376,2.5376,2.4292,2.4232,2.4402,2.4506,2.4896,2.4896,2.5247
6.2226,6.2301,6.2423,6.2474,6.2495,6.252,6.2504,6.2393,6.2394,6.2455,6.2978,6.3342,6.4616,6.5625,6.7105,6.7542,6.869,6.9218,6.9486,7.0061,7.036,7.0497,7.0655,7.0881,7.1262,7.1347,7.1589,7.1589,7.1886,7.2233,7.2396,7.2454,7.2552,7.2552,7.2518
1.2338,1.232,1.2257,1.2313,1.233,1.248,1.263,1.2943,1.3022,1.2966,1.2257,1.1667,0.93248,0.74353,0.41748,0.29247,9.892,9.6404,9.5314,9.2386,9.0981,9.049,8.8916,8.7906,8.5832,8.5145,8.3521,8.3521,8.2569,8.237,8.2645,8.2838,8.34,8.34,8.3991
-0.99365,-1.0171,-1.0342,-1.0479,-1.0405,-1.0073,-1.104,-1.0249,-1.0586,-1.0723,-1.0063,-0.96729,-0.82471,-0.76367,-0.71631,-0.70654,-0.70264,-0.74463,-0.79004,-0.77539,-0.74951,-0.75781,-0.76611,-0.76514,-0.77881,-0.77881,-0.77344,-0.79053,-0.78027,-0.77197,-0.76758,-0.76465,-0.71289,-0.69043,-0.79248
-0.2334,-0.25439,-0.23828,-0.22803,-0.22754,-0.33789,-0.30322,-0.24365,-0.24561,-0.25928,-0.24658,-0.25342,-0.26855,-0.37598,-0.48096,-0.49805,-0.5415,-0.54492,-0.57764,-0.58838,-0.54932,-0.52441,-0.50049,-0.50781,-0.50244,-0.52197,-0.51074,-0.52197,-0.50781,-0.47754,-0.48682,-0.45215,-0.44287,-0.39258,-0.27832
-0.15039,-0.092285,-0.061035,0.030273,0.10498,0.11035,0.26465,0.34131,0.43457,0.44043,0.41211,0.38135,0.29541,0.24707,0.26123,0.24902,0.41553,0.44287,0.53223,0.51514,0.49854,0.48584,0.45947,0.47412,0.46191,0.47314,0.46631,0.4834,0.49268,0.50293,0.46777,0.45264,0.39063,0.31885,0.29395
10,6,-6,21,6,-34,28,25,9,0,14,14,22,-5,-4,-7,-3,-15,-29,-2,-12,-13,-9,-1,1,-6,3,-4,1,2,-1,-5,0,-5,4
8,3,1,7,28,2,11,34,28,-15,-18,18,0,9,-16,-9,3,-5,21,-11,-3,11,-17,14,6,5,8,-7,-3,3,-4,-5,1,-9,0
4,-1,5,-3,11,44,4,29,37,-31,-28,33,-20,2,-24,-30,20,9,38,-23,12,35,-35,32,13,15,24,-12,-6,-1,-10,-6,0,-18,2
11,-10,-12,-37,31,70,30,-7,64,-7,-11,53,-28,-13,-24,-68,41,13,14,-31,67,60,-66,47,7,32,27,-2,15,-1,-18,-8,2,-20,6
20,13,1,-7,33,36,19,6,43,-7,-12,30,-7,-3,-26,-14,14,-19,18,-17,21,19,-36,25,13,15,14,-4,-10,16,-13,-5,4,-11,2
12,1,-4,-6,22,32,2,14,23,-9,-16,6,-5,1,-14,-5,5,-9,11,-7,2,9,-17,14,8,2,6,-5,-6,8,-2,-3,1,-8,0
4,1,0,-5,12,16,0,10,14,5,-6,5,-4,1,0,-5,1,-2,-4,8,-8,2,-10,9,3,-2,-1,-6,-1,7,34,-8,-3,-4,2
9,5,-6,3,12,6,5,10,4,-2,-3,6,5,-7,-8,-5,1,-11,-15,0,-6,-8,-6,2,4,-5,3,-4,-2,7,4,-10,-3,-5,-1
-6.6875,-16.063,-10.313,-17.313,-42.125,-70.75,-78.563,-109.13,-133.13,-132.13,-118.44,-115.13,-114.5,-108.88,-79,-55.125,-10.5,-15.125,-0.125,3.625,-0.5625,-1.875,-8.875,-6.875,2.25,7.5,7.3125,4.0625,4.5,14.688,25.375,38.188,99.063,120.56,127.06
-6.6875,-16.063,-10.313,-17.313,-42.125,-70.75,-78.563,-109.13,-133.13,-132.13,-118.44,-115.13,-114.5,-108.88,-79,-55.125,-10.5,-15.125,-0.125,3.625,-0.5625,-1.875,-8.875,-6.875,2.25,7.5,7.3125,4.0625,4.5,14.688,25.375,38.188,99.063,120.56,127.06
-6.6875,-16.063,-10.313,-17.313,-42.125,-70.75,-78.563,-109.13,-133.13,-132.13,-118.44,-115.13,-114.5,-108.88,-79,-55.125,-10.5,-15.125,-0.125,3.625,-0.5625,-1.875,-8.875,-6.875,2.25,7.5,7.3125,4.0625,4.5,14.688,25.375,38.188,99.063,120.56,127.06
2.1577,2.0615,2.0612,2.1393,2.2733,2.4809,2.7683,3.0754,3.4486,3.5322,3.6722,3.6908,3.6976,3.6478,3.5897,3.5649,3.5392,3.5257,3.5339,3.543,3.5514,3.5567,3.5584,3.5613,3.5814,3.6026,3.6119,3.6343,3.6414,3.6693,3.698,3.7436,3.8627,3.9212,4.0297
7.1892,7.154,7.1359,7.1239,7.1133,7.0973,7.0493,6.9845,6.7983,6.7172,6.4602,6.3762,6.2273,6.0749,6.0491,6.0545,6.1107,6.1669,6.2066,6.234,6.2487,6.255,6.2569,6.2574,6.2633,6.2681,6.2711,6.2767,6.2769,6.2754,6.2746,6.2698,6.2679,6.2731,6.3839
8.1347,8.0625,8.0737,8.1679,8.345,8.6298,9.0122,9.4498,0.080726,0.25553,0.66097,0.76615,0.94755,1.1394,1.215,1.2302,1.2451,1.2484,1.2613,1.2638,1.2709,1.2765,1.2855,1.2924,1.3152,1.3315,1.3377,1.3517,1.3565,1.3688,1.3729,1.3829,1.3782,1.3673,1.2244
